,#Entity,SMACT,SMOCC,GPUTL,MCUTL,DRAMA,NVLTX,NVLRX,PCITX,PCIRX
60,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2174264.0,1559004.0
70,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225377.0,745655.0
78,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240966.0,761265.0
86,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1214943.0,735223.0
94,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1212054.0,735520.0
102,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1220027.0,735144.0
276,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434412.0,1954827.0
284,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970981.0,1470414.0
292,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152532.0,672745.0
302,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2898931.0,2231551.0
342,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1652605.0,1230330.0
496,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995722.0,510894.0
504,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199260.0,724770.0
512,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225581.0,740564.0
520,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920535.0,2242553.0
530,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7033852.0,6064025.0
538,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046856.0,585617.0
562,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6939776.0,6491376.0
578,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3039000.0,2586272.0
582,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3039000.0,2586272.0
588,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4804967.0,3991979.0
592,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4804967.0,3991979.0
596,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3730829.0,3084708.0
604,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4110936.0,3324179.0
612,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4368958.0,3882950.0
620,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3676003.0,2893875.0
628,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6038119.0,5073480.0
636,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480886.0,1001162.0
646,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694561.0,1209656.0
654,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199048.0,714215.0
662,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1194041.0,714338.0
720,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3440925.0,2778808.0
732,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4380419.0,3759860.0
740,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5302807.0,4551967.0
762,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823962.0,1918793.0
766,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823962.0,542355.0
770,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823962.0,542355.0
774,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111991.0,1800050.0
782,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959410.0,922911.0
794,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1501752.0,1449607.0
802,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4320866.0,7463788.0
810,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12793471.0,12532805.0
820,GPU 0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,55934918.0,81121529.0
890,GPU 0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12760051.0,11185251.0
894,GPU 0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12760051.0,1225211.0
