,#Entity,SMACT,SMOCC,GPUTL,MCUTL,DRAMA,NVLTX,NVLRX,PCITX,PCIRX
16,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1668604.0,1152380.0
32,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2940287.0,659680.0
98,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783217.0,1256594.0
106,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121077.0,646574.0
114,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1527933.0,943876.0
124,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167966.0,719551.0
182,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178467.0,698737.0
190,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1621599.0,1105399.0
194,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1621599.0,1105399.0
198,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1558752.0,969659.0
206,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834276.0,344139.0
214,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163025.0,688427.0
222,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173449.0,688423.0
230,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1194058.0,714349.0
330,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366081.0,886388.0
338,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1235788.0,761287.0
346,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3285022.0,2591518.0
384,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7343027.0,6878873.0
388,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189083.0,6878873.0
392,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1189083.0,1058701.0
396,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3712387.0,1058701.0
400,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4493870.0,2940711.0
404,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4493870.0,3670167.0
408,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4493870.0,3670167.0
414,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3535233.0,3248452.0
418,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3535233.0,3248452.0
422,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4682519.0,3879503.0
430,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4963702.0,4066899.0
438,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4314085.0,3811121.0
446,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2878530.0,2263192.0
484,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778345.0,1293342.0
488,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1194024.0,709115.0
520,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642431.0,2001822.0
542,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5037994.0,1131466.0
546,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5296606.0,4193113.0
550,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5296606.0,4472921.0
566,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7700134.0,6829503.0
578,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2925312.0,2450796.0
582,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5052329.0,2450796.0
600,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642689.0,1846069.0
608,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012666.0,1715459.0
616,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819261.0,1730644.0
624,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1277471.0,1053262.0
632,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1512367.0,1089947.0
640,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1240936.0,771674.0
650,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538195.0,1053272.0
658,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5636597.0,8713002.0
666,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11888824.0,11263097.0
674,GPU 0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,65002035.0,238481528.0
682,GPU 0,0.013,0.004,3.0,0.0,0.004,0.0,0.0,6513279.0,63721840.0
690,GPU 0,0.008,0.002,1.0,0.0,0.002,0.0,0.0,2604107.0,5515500.0
698,GPU 0,0.009,0.007,1.0,0.0,0.003,0.0,0.0,3937268.0,4754928.0
708,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965963.0,1449702.0
716,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4335255.0,3704767.0
778,GPU 0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,24127376.0,463611229.0
814,GPU 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3878944.0,2692345.0
